ID,time,precipitation (mm),electricity_shutdown
17591,01/03/2024 22:00:00,,
17592,01/03/2024 23:00:00,,
17593,01/04/2024 00:00:00,,
17594,01/04/2024 01:00:00,,
17595,01/04/2024 02:00:00,,
17596,01/04/2024 03:00:00,,
17597,01/04/2024 04:00:00,,
17598,01/04/2024 05:00:00,,
17599,01/04/2024 06:00:00,,
17600,01/04/2024 07:00:00,,
17601,01/04/2024 08:00:00,,
17602,01/04/2024 09:00:00,,
17603,01/04/2024 10:00:00,,
17604,01/04/2024 11:00:00,,
17605,01/04/2024 12:00:00,,
17606,01/04/2024 13:00:00,,
17607,01/04/2024 14:00:00,,
17608,01/04/2024 15:00:00,,
17609,01/04/2024 16:00:00,,
17610,01/04/2024 17:00:00,,
17611,01/04/2024 18:00:00,,
17612,01/04/2024 19:00:00,,
17613,01/04/2024 20:00:00,,
17614,01/04/2024 21:00:00,,
17615,01/04/2024 22:00:00,,
17616,01/04/2024 23:00:00,,
17617,01/05/2024 00:00:00,,
17618,01/05/2024 01:00:00,,
17619,01/05/2024 02:00:00,,
17620,01/05/2024 03:00:00,,
17621,01/05/2024 04:00:00,,
17622,01/05/2024 05:00:00,,
17623,01/05/2024 06:00:00,,
17624,01/05/2024 07:00:00,,
17625,01/05/2024 08:00:00,,
17626,01/05/2024 09:00:00,,
17627,01/05/2024 10:00:00,,
17628,01/05/2024 11:00:00,,
17629,01/05/2024 12:00:00,,
17630,01/05/2024 13:00:00,,
17631,01/05/2024 14:00:00,,
17632,01/05/2024 15:00:00,,
17633,01/05/2024 16:00:00,,
17634,01/05/2024 17:00:00,,
17635,01/05/2024 18:00:00,,
17636,01/05/2024 19:00:00,,
17637,01/05/2024 20:00:00,,
17638,01/05/2024 21:00:00,,
17639,01/05/2024 22:00:00,,
17640,01/05/2024 23:00:00,,
17641,01/06/2024 00:00:00,,
17642,01/06/2024 01:00:00,,
17643,01/06/2024 02:00:00,,
17644,01/06/2024 03:00:00,,
17645,01/06/2024 04:00:00,,
17646,01/06/2024 05:00:00,,
17647,01/06/2024 06:00:00,,
17648,01/06/2024 07:00:00,,
17649,01/06/2024 08:00:00,,
17650,01/06/2024 09:00:00,,
17651,01/06/2024 10:00:00,,
17652,01/06/2024 11:00:00,,
17653,01/06/2024 12:00:00,,
17654,01/06/2024 13:00:00,,
17655,01/06/2024 14:00:00,,
17656,01/06/2024 15:00:00,,
17657,01/06/2024 16:00:00,,
17658,01/06/2024 17:00:00,,
17659,01/06/2024 18:00:00,,
17660,01/06/2024 19:00:00,,
17661,01/06/2024 20:00:00,,
17662,01/06/2024 21:00:00,,
17663,01/06/2024 22:00:00,,
17664,01/06/2024 23:00:00,,
17665,01/07/2024 00:00:00,,
17666,01/07/2024 01:00:00,,
17667,01/07/2024 02:00:00,,
17668,01/07/2024 03:00:00,,
17669,01/07/2024 04:00:00,,
17670,01/07/2024 05:00:00,,
17671,01/07/2024 06:00:00,,
17672,01/07/2024 07:00:00,,
17673,01/07/2024 08:00:00,,
17674,01/07/2024 09:00:00,,
17675,01/07/2024 10:00:00,,
17676,01/07/2024 11:00:00,,
17677,01/07/2024 12:00:00,,
17678,01/07/2024 13:00:00,,
17679,01/07/2024 14:00:00,,
17680,01/07/2024 15:00:00,,
17681,01/07/2024 16:00:00,,
17682,01/07/2024 17:00:00,,
17683,01/07/2024 18:00:00,,
17684,01/07/2024 19:00:00,,
17685,01/07/2024 20:00:00,,
17686,01/07/2024 21:00:00,,
17687,01/07/2024 22:00:00,,
17688,01/07/2024 23:00:00,,
17689,01/08/2024 00:00:00,,
17690,01/08/2024 01:00:00,,
17691,01/08/2024 02:00:00,,
17692,01/08/2024 03:00:00,,
17693,01/08/2024 04:00:00,,
17694,01/08/2024 05:00:00,,
17695,01/08/2024 06:00:00,,
17696,01/08/2024 07:00:00,,
17697,01/08/2024 08:00:00,,
17698,01/08/2024 09:00:00,,
17699,01/08/2024 10:00:00,,
17700,01/08/2024 11:00:00,,
17701,01/08/2024 12:00:00,,
17702,01/08/2024 13:00:00,,
17703,01/08/2024 14:00:00,,
17704,01/08/2024 15:00:00,,
17705,01/08/2024 16:00:00,,
17706,01/08/2024 17:00:00,,
17707,01/08/2024 18:00:00,,
17708,01/08/2024 19:00:00,,
17709,01/08/2024 20:00:00,,
17710,01/08/2024 21:00:00,,
17711,01/08/2024 22:00:00,,
17712,01/08/2024 23:00:00,,
17713,01/09/2024 00:00:00,,
17714,01/09/2024 01:00:00,,
17715,01/09/2024 02:00:00,,
17716,01/09/2024 03:00:00,,
17717,01/09/2024 04:00:00,,
17718,01/09/2024 05:00:00,,
17719,01/09/2024 06:00:00,,
17720,01/09/2024 07:00:00,,
17721,01/09/2024 08:00:00,,
17722,01/09/2024 09:00:00,,
17723,01/09/2024 10:00:00,,
17724,01/09/2024 11:00:00,,
17725,01/09/2024 12:00:00,,
17726,01/09/2024 13:00:00,,
17727,01/09/2024 14:00:00,,
17728,01/09/2024 15:00:00,,
17729,01/09/2024 16:00:00,,
17730,01/09/2024 17:00:00,,
17731,01/09/2024 18:00:00,,
17732,01/09/2024 19:00:00,,
17733,01/09/2024 20:00:00,,
17734,01/09/2024 21:00:00,,
17735,01/09/2024 22:00:00,,
17736,01/09/2024 23:00:00,,
17737,01/10/2024 00:00:00,,
17738,01/10/2024 01:00:00,,
17739,01/10/2024 02:00:00,,
17740,01/10/2024 03:00:00,,
17741,01/10/2024 04:00:00,,
17742,01/10/2024 05:00:00,,
17743,01/10/2024 06:00:00,,
17744,01/10/2024 07:00:00,,
17745,01/10/2024 08:00:00,,
17746,01/10/2024 09:00:00,,
17747,01/10/2024 10:00:00,,
17748,01/10/2024 11:00:00,,
17749,01/10/2024 12:00:00,,
17750,01/10/2024 13:00:00,,
17751,01/10/2024 14:00:00,,
17752,01/10/2024 15:00:00,,
17753,01/10/2024 16:00:00,,
17754,01/10/2024 17:00:00,,
17755,01/10/2024 18:00:00,,
17756,01/10/2024 19:00:00,,
17757,01/10/2024 20:00:00,,
17758,01/10/2024 21:00:00,,
17759,01/10/2024 22:00:00,,
17760,01/10/2024 23:00:00,,
17761,01/11/2024 00:00:00,,
17762,01/11/2024 01:00:00,,
17763,01/11/2024 02:00:00,,
17764,01/11/2024 03:00:00,,
17765,01/11/2024 04:00:00,,
17766,01/11/2024 05:00:00,,
17767,01/11/2024 06:00:00,,
17768,01/11/2024 07:00:00,,
17769,01/11/2024 08:00:00,,
17770,01/11/2024 09:00:00,,
17771,01/11/2024 10:00:00,,
17772,01/11/2024 11:00:00,,
17773,01/11/2024 12:00:00,,
17774,01/11/2024 13:00:00,,
17775,01/11/2024 14:00:00,,
17776,01/11/2024 15:00:00,,
17777,01/11/2024 16:00:00,,
17778,01/11/2024 17:00:00,,
17779,01/11/2024 18:00:00,,
17780,01/11/2024 19:00:00,,
17781,01/11/2024 20:00:00,,
17782,01/11/2024 21:00:00,,
17783,01/11/2024 22:00:00,,
17784,01/11/2024 23:00:00,,
17785,01/12/2024 00:00:00,,
17786,01/12/2024 01:00:00,,
17787,01/12/2024 02:00:00,,
17788,01/12/2024 03:00:00,,
17789,01/12/2024 04:00:00,,
17790,01/12/2024 05:00:00,,
17791,01/12/2024 06:00:00,,
17792,01/12/2024 07:00:00,,
17793,01/12/2024 08:00:00,,
17794,01/12/2024 09:00:00,,
17795,01/12/2024 10:00:00,,
17796,01/12/2024 11:00:00,,
17797,01/12/2024 12:00:00,,
17798,01/12/2024 13:00:00,,
17799,01/12/2024 14:00:00,,
17800,01/12/2024 15:00:00,,
17801,01/12/2024 16:00:00,,
17802,01/12/2024 17:00:00,,
17803,01/12/2024 18:00:00,,
17804,01/12/2024 19:00:00,,
17805,01/12/2024 20:00:00,,
17806,01/12/2024 21:00:00,,
17807,01/12/2024 22:00:00,,
17808,01/12/2024 23:00:00,,
17809,01/13/2024 00:00:00,,
17810,01/13/2024 01:00:00,,
17811,01/13/2024 02:00:00,,
17812,01/13/2024 03:00:00,,
17813,01/13/2024 04:00:00,,
17814,01/13/2024 05:00:00,,
17815,01/13/2024 06:00:00,,
17816,01/13/2024 07:00:00,,
17817,01/13/2024 08:00:00,,
17818,01/13/2024 09:00:00,,
17819,01/13/2024 10:00:00,,
17820,01/13/2024 11:00:00,,
17821,01/13/2024 12:00:00,,
17822,01/13/2024 13:00:00,,
17823,01/13/2024 14:00:00,,
17824,01/13/2024 15:00:00,,
17825,01/13/2024 16:00:00,,
17826,01/13/2024 17:00:00,,
17827,01/13/2024 18:00:00,,
17828,01/13/2024 19:00:00,,
17829,01/13/2024 20:00:00,,
17830,01/13/2024 21:00:00,,
17831,01/13/2024 22:00:00,,
17832,01/13/2024 23:00:00,,
17833,01/14/2024 00:00:00,,
17834,01/14/2024 01:00:00,,
17835,01/14/2024 02:00:00,,
17836,01/14/2024 03:00:00,,
17837,01/14/2024 04:00:00,,
17838,01/14/2024 05:00:00,,
17839,01/14/2024 06:00:00,,
17840,01/14/2024 07:00:00,,
17841,01/14/2024 08:00:00,,
17842,01/14/2024 09:00:00,,
17843,01/14/2024 10:00:00,,
17844,01/14/2024 11:00:00,,
17845,01/14/2024 12:00:00,,
17846,01/14/2024 13:00:00,,
17847,01/14/2024 14:00:00,,
17848,01/14/2024 15:00:00,,
17849,01/14/2024 16:00:00,,
17850,01/14/2024 17:00:00,,
17851,01/14/2024 18:00:00,,
17852,01/14/2024 19:00:00,,
17853,01/14/2024 20:00:00,,
17854,01/14/2024 21:00:00,,
17855,01/14/2024 22:00:00,,
17856,01/14/2024 23:00:00,,
17857,01/15/2024 00:00:00,,
17858,01/15/2024 01:00:00,,
17859,01/15/2024 02:00:00,,
17860,01/15/2024 03:00:00,,
17861,01/15/2024 04:00:00,,
17862,01/15/2024 05:00:00,,
17863,01/15/2024 06:00:00,,
17864,01/15/2024 07:00:00,,
17865,01/15/2024 08:00:00,,
17866,01/15/2024 09:00:00,,
17867,01/15/2024 10:00:00,,
17868,01/15/2024 11:00:00,,
17869,01/15/2024 12:00:00,,
17870,01/15/2024 13:00:00,,
17871,01/15/2024 14:00:00,,
17872,01/15/2024 15:00:00,,
17873,01/15/2024 16:00:00,,
17874,01/15/2024 17:00:00,,
17875,01/15/2024 18:00:00,,
17876,01/15/2024 19:00:00,,
17877,01/15/2024 20:00:00,,
17878,01/15/2024 21:00:00,,
17879,01/15/2024 22:00:00,,
17880,01/15/2024 23:00:00,,
17881,01/16/2024 00:00:00,,
17882,01/16/2024 01:00:00,,
17883,01/16/2024 02:00:00,,
17884,01/16/2024 03:00:00,,
17885,01/16/2024 04:00:00,,
17886,01/16/2024 05:00:00,,
17887,01/16/2024 06:00:00,,
17888,01/16/2024 07:00:00,,
17889,01/16/2024 08:00:00,,
17890,01/16/2024 09:00:00,,
17891,01/16/2024 10:00:00,,
17892,01/16/2024 11:00:00,,
17893,01/16/2024 12:00:00,,
17894,01/16/2024 13:00:00,,
17895,01/16/2024 14:00:00,,
17896,01/16/2024 15:00:00,,
17897,01/16/2024 16:00:00,,
17898,01/16/2024 17:00:00,,
17899,01/16/2024 18:00:00,,
17900,01/16/2024 19:00:00,,
17901,01/16/2024 20:00:00,,
17902,01/16/2024 21:00:00,,
17903,01/16/2024 22:00:00,,
17904,01/16/2024 23:00:00,,
17905,01/17/2024 00:00:00,,
17906,01/17/2024 01:00:00,,
17907,01/17/2024 02:00:00,,
17908,01/17/2024 03:00:00,,
17909,01/17/2024 04:00:00,,
17910,01/17/2024 05:00:00,,
17911,01/17/2024 06:00:00,,
17912,01/17/2024 07:00:00,,
17913,01/17/2024 08:00:00,,
17914,01/17/2024 09:00:00,,
17915,01/17/2024 10:00:00,,
17916,01/17/2024 11:00:00,,
17917,01/17/2024 12:00:00,,
17918,01/17/2024 13:00:00,,
17919,01/17/2024 14:00:00,,
17920,01/17/2024 15:00:00,,
17921,01/17/2024 16:00:00,,
17922,01/17/2024 17:00:00,,
17923,01/17/2024 18:00:00,,
17924,01/17/2024 19:00:00,,
17925,01/17/2024 20:00:00,,
17926,01/17/2024 21:00:00,,
17927,01/17/2024 22:00:00,,
17928,01/17/2024 23:00:00,,
17929,01/18/2024 00:00:00,,
17930,01/18/2024 01:00:00,,
17931,01/18/2024 02:00:00,,
17932,01/18/2024 03:00:00,,
17933,01/18/2024 04:00:00,,
17934,01/18/2024 05:00:00,,
17935,01/18/2024 06:00:00,,
17936,01/18/2024 07:00:00,,
17937,01/18/2024 08:00:00,,
17938,01/18/2024 09:00:00,,
17939,01/18/2024 10:00:00,,
17940,01/18/2024 11:00:00,,
17941,01/18/2024 12:00:00,,
17942,01/18/2024 13:00:00,,
17943,01/18/2024 14:00:00,,
17944,01/18/2024 15:00:00,,
17945,01/18/2024 16:00:00,,
17946,01/18/2024 17:00:00,,
17947,01/18/2024 18:00:00,,
17948,01/18/2024 19:00:00,,
17949,01/18/2024 20:00:00,,
17950,01/18/2024 21:00:00,,
17951,01/18/2024 22:00:00,,
17952,01/18/2024 23:00:00,,
17953,01/19/2024 00:00:00,,
17954,01/19/2024 01:00:00,,
17955,01/19/2024 02:00:00,,
17956,01/19/2024 03:00:00,,
17957,01/19/2024 04:00:00,,
17958,01/19/2024 05:00:00,,
17959,01/19/2024 06:00:00,,
17960,01/19/2024 07:00:00,,
17961,01/19/2024 08:00:00,,
17962,01/19/2024 09:00:00,,
17963,01/19/2024 10:00:00,,
17964,01/19/2024 11:00:00,,
17965,01/19/2024 12:00:00,,
17966,01/19/2024 13:00:00,,
17967,01/19/2024 14:00:00,,
17968,01/19/2024 15:00:00,,
17969,01/19/2024 16:00:00,,
17970,01/19/2024 17:00:00,,
17971,01/19/2024 18:00:00,,
17972,01/19/2024 19:00:00,,
17973,01/19/2024 20:00:00,,
17974,01/19/2024 21:00:00,,
17975,01/19/2024 22:00:00,,
17976,01/19/2024 23:00:00,,
17977,01/20/2024 00:00:00,,
17978,01/20/2024 01:00:00,,
17979,01/20/2024 02:00:00,,
17980,01/20/2024 03:00:00,,
17981,01/20/2024 04:00:00,,
17982,01/20/2024 05:00:00,,
17983,01/20/2024 06:00:00,,
17984,01/20/2024 07:00:00,,
17985,01/20/2024 08:00:00,,
17986,01/20/2024 09:00:00,,
17987,01/20/2024 10:00:00,,
17988,01/20/2024 11:00:00,,
17989,01/20/2024 12:00:00,,
17990,01/20/2024 13:00:00,,
17991,01/20/2024 14:00:00,,
17992,01/20/2024 15:00:00,,
17993,01/20/2024 16:00:00,,
17994,01/20/2024 17:00:00,,
17995,01/20/2024 18:00:00,,
17996,01/20/2024 19:00:00,,
17997,01/20/2024 20:00:00,,
17998,01/20/2024 21:00:00,,
17999,01/20/2024 22:00:00,,
18000,01/20/2024 23:00:00,,
18001,01/21/2024 00:00:00,,
18002,01/21/2024 01:00:00,,
18003,01/21/2024 02:00:00,,
18004,01/21/2024 03:00:00,,
18005,01/21/2024 04:00:00,,
18006,01/21/2024 05:00:00,,
18007,01/21/2024 06:00:00,,
18008,01/21/2024 07:00:00,,
18009,01/21/2024 08:00:00,,
18010,01/21/2024 09:00:00,,
18011,01/21/2024 10:00:00,,
18012,01/21/2024 11:00:00,,
18013,01/21/2024 12:00:00,,
18014,01/21/2024 13:00:00,,
18015,01/21/2024 14:00:00,,
18016,01/21/2024 15:00:00,,
18017,01/21/2024 16:00:00,,
18018,01/21/2024 17:00:00,,
18019,01/21/2024 18:00:00,,
18020,01/21/2024 19:00:00,,
18021,01/21/2024 20:00:00,,
18022,01/21/2024 21:00:00,,
18023,01/21/2024 22:00:00,,
18024,01/21/2024 23:00:00,,
18025,01/22/2024 00:00:00,,
18026,01/22/2024 01:00:00,,
18027,01/22/2024 02:00:00,,
18028,01/22/2024 03:00:00,,
18029,01/22/2024 04:00:00,,
18030,01/22/2024 05:00:00,,
18031,01/22/2024 06:00:00,,
18032,01/22/2024 07:00:00,,
18033,01/22/2024 08:00:00,,
18034,01/22/2024 09:00:00,,
18035,01/22/2024 10:00:00,,
18036,01/22/2024 11:00:00,,
18037,01/22/2024 12:00:00,,
18038,01/22/2024 13:00:00,,
18039,01/22/2024 14:00:00,,
18040,01/22/2024 15:00:00,,
18041,01/22/2024 16:00:00,,
18042,01/22/2024 17:00:00,,
18043,01/22/2024 18:00:00,,
18044,01/22/2024 19:00:00,,
18045,01/22/2024 20:00:00,,
18046,01/22/2024 21:00:00,,
18047,01/22/2024 22:00:00,,
18048,01/22/2024 23:00:00,,
18049,01/23/2024 00:00:00,,
18050,01/23/2024 01:00:00,,
18051,01/23/2024 02:00:00,,
18052,01/23/2024 03:00:00,,
18053,01/23/2024 04:00:00,,
18054,01/23/2024 05:00:00,,
18055,01/23/2024 06:00:00,,
18056,01/23/2024 07:00:00,,
18057,01/23/2024 08:00:00,,
18058,01/23/2024 09:00:00,,
18059,01/23/2024 10:00:00,,
18060,01/23/2024 11:00:00,,
18061,01/23/2024 12:00:00,,
18062,01/23/2024 13:00:00,,
18063,01/23/2024 14:00:00,,
18064,01/23/2024 15:00:00,,
18065,01/23/2024 16:00:00,,
18066,01/23/2024 17:00:00,,
18067,01/23/2024 18:00:00,,
18068,01/23/2024 19:00:00,,
18069,01/23/2024 20:00:00,,
18070,01/23/2024 21:00:00,,
18071,01/23/2024 22:00:00,,
18072,01/23/2024 23:00:00,,
18073,01/24/2024 00:00:00,,
18074,01/24/2024 01:00:00,,
18075,01/24/2024 02:00:00,,
18076,01/24/2024 03:00:00,,
18077,01/24/2024 04:00:00,,
18078,01/24/2024 05:00:00,,
18079,01/24/2024 06:00:00,,
18080,01/24/2024 07:00:00,,
18081,01/24/2024 08:00:00,,
18082,01/24/2024 09:00:00,,
18083,01/24/2024 10:00:00,,
18084,01/24/2024 11:00:00,,
18085,01/24/2024 12:00:00,,
18086,01/24/2024 13:00:00,,
18087,01/24/2024 14:00:00,,
18088,01/24/2024 15:00:00,,
18089,01/24/2024 16:00:00,,
18090,01/24/2024 17:00:00,,
18091,01/24/2024 18:00:00,,
18092,01/24/2024 19:00:00,,
18093,01/24/2024 20:00:00,,
18094,01/24/2024 21:00:00,,
18095,01/24/2024 22:00:00,,
18096,01/24/2024 23:00:00,,
18097,01/25/2024 00:00:00,,
18098,01/25/2024 01:00:00,,
18099,01/25/2024 02:00:00,,
18100,01/25/2024 03:00:00,,
18101,01/25/2024 04:00:00,,
18102,01/25/2024 05:00:00,,
18103,01/25/2024 06:00:00,,
18104,01/25/2024 07:00:00,,
18105,01/25/2024 08:00:00,,
18106,01/25/2024 09:00:00,,
18107,01/25/2024 10:00:00,,
18108,01/25/2024 11:00:00,,
18109,01/25/2024 12:00:00,,
18110,01/25/2024 13:00:00,,
18111,01/25/2024 14:00:00,,
18112,01/25/2024 15:00:00,,
18113,01/25/2024 16:00:00,,
18114,01/25/2024 17:00:00,,
18115,01/25/2024 18:00:00,,
18116,01/25/2024 19:00:00,,
18117,01/25/2024 20:00:00,,
18118,01/25/2024 21:00:00,,
18119,01/25/2024 22:00:00,,
18120,01/25/2024 23:00:00,,
18121,01/26/2024 00:00:00,,
18122,01/26/2024 01:00:00,,
18123,01/26/2024 02:00:00,,
18124,01/26/2024 03:00:00,,
18125,01/26/2024 04:00:00,,
18126,01/26/2024 05:00:00,,
18127,01/26/2024 06:00:00,,
18128,01/26/2024 07:00:00,,
18129,01/26/2024 08:00:00,,
18130,01/26/2024 09:00:00,,
18131,01/26/2024 10:00:00,,
18132,01/26/2024 11:00:00,,
18133,01/26/2024 12:00:00,,
18134,01/26/2024 13:00:00,,
18135,01/26/2024 14:00:00,,
18136,01/26/2024 15:00:00,,
18137,01/26/2024 16:00:00,,
18138,01/26/2024 17:00:00,,
18139,01/26/2024 18:00:00,,
18140,01/26/2024 19:00:00,,
18141,01/26/2024 20:00:00,,
18142,01/26/2024 21:00:00,,
18143,01/26/2024 22:00:00,,
18144,01/26/2024 23:00:00,,
18145,01/27/2024 00:00:00,,
18146,01/27/2024 01:00:00,,
18147,01/27/2024 02:00:00,,
18148,01/27/2024 03:00:00,,
18149,01/27/2024 04:00:00,,
18150,01/27/2024 05:00:00,,
18151,01/27/2024 06:00:00,,
18152,01/27/2024 07:00:00,,
18153,01/27/2024 08:00:00,,
18154,01/27/2024 09:00:00,,
18155,01/27/2024 10:00:00,,
18156,01/27/2024 11:00:00,,
18157,01/27/2024 12:00:00,,
18158,01/27/2024 13:00:00,,
18159,01/27/2024 14:00:00,,
18160,01/27/2024 15:00:00,,
18161,01/27/2024 16:00:00,,
18162,01/27/2024 17:00:00,,
18163,01/27/2024 18:00:00,,
18164,01/27/2024 19:00:00,,
18165,01/27/2024 20:00:00,,
18166,01/27/2024 21:00:00,,
18167,01/27/2024 22:00:00,,
18168,01/27/2024 23:00:00,,
18169,01/28/2024 00:00:00,,
18170,01/28/2024 01:00:00,,
18171,01/28/2024 02:00:00,,
18172,01/28/2024 03:00:00,,
18173,01/28/2024 04:00:00,,
18174,01/28/2024 05:00:00,,
18175,01/28/2024 06:00:00,,
18176,01/28/2024 07:00:00,,
18177,01/28/2024 08:00:00,,
18178,01/28/2024 09:00:00,,
18179,01/28/2024 10:00:00,,
18180,01/28/2024 11:00:00,,
18181,01/28/2024 12:00:00,,
18182,01/28/2024 13:00:00,,
18183,01/28/2024 14:00:00,,
18184,01/28/2024 15:00:00,,
18185,01/28/2024 16:00:00,,
18186,01/28/2024 17:00:00,,
18187,01/28/2024 18:00:00,,
18188,01/28/2024 19:00:00,,
18189,01/28/2024 20:00:00,,
18190,01/28/2024 21:00:00,,
18191,01/28/2024 22:00:00,,
18192,01/28/2024 23:00:00,,
18193,01/29/2024 00:00:00,,
18194,01/29/2024 01:00:00,,
18195,01/29/2024 02:00:00,,
18196,01/29/2024 03:00:00,,
18197,01/29/2024 04:00:00,,
18198,01/29/2024 05:00:00,,
18199,01/29/2024 06:00:00,,
18200,01/29/2024 07:00:00,,
18201,01/29/2024 08:00:00,,
18202,01/29/2024 09:00:00,,
18203,01/29/2024 10:00:00,,
18204,01/29/2024 11:00:00,,
18205,01/29/2024 12:00:00,,
18206,01/29/2024 13:00:00,,
18207,01/29/2024 14:00:00,,
18208,01/29/2024 15:00:00,,
18209,01/29/2024 16:00:00,,
18210,01/29/2024 17:00:00,,
18211,01/29/2024 18:00:00,,
18212,01/29/2024 19:00:00,,
18213,01/29/2024 20:00:00,,
18214,01/29/2024 21:00:00,,
18215,01/29/2024 22:00:00,,
18216,01/29/2024 23:00:00,,
18217,01/30/2024 00:00:00,,
18218,01/30/2024 01:00:00,,
18219,01/30/2024 02:00:00,,
18220,01/30/2024 03:00:00,,
18221,01/30/2024 04:00:00,,
18222,01/30/2024 05:00:00,,
18223,01/30/2024 06:00:00,,
18224,01/30/2024 07:00:00,,
18225,01/30/2024 08:00:00,,
18226,01/30/2024 09:00:00,,
18227,01/30/2024 10:00:00,,
18228,01/30/2024 11:00:00,,
18229,01/30/2024 12:00:00,,
18230,01/30/2024 13:00:00,,
18231,01/30/2024 14:00:00,,
18232,01/30/2024 15:00:00,,
18233,01/30/2024 16:00:00,,
18234,01/30/2024 17:00:00,,
18235,01/30/2024 18:00:00,,
18236,01/30/2024 19:00:00,,
18237,01/30/2024 20:00:00,,
18238,01/30/2024 21:00:00,,
18239,01/30/2024 22:00:00,,
18240,01/30/2024 23:00:00,,
18241,01/31/2024 00:00:00,,
18242,01/31/2024 01:00:00,,
18243,01/31/2024 02:00:00,,
18244,01/31/2024 03:00:00,,
18245,01/31/2024 04:00:00,,
18246,01/31/2024 05:00:00,,
18247,01/31/2024 06:00:00,,
18248,01/31/2024 07:00:00,,
18249,01/31/2024 08:00:00,,
18250,01/31/2024 09:00:00,,
18251,01/31/2024 10:00:00,,
18252,01/31/2024 11:00:00,,
18253,01/31/2024 12:00:00,,
18254,01/31/2024 13:00:00,,
18255,01/31/2024 14:00:00,,
18256,01/31/2024 15:00:00,,
18257,01/31/2024 16:00:00,,
18258,01/31/2024 17:00:00,,
18259,01/31/2024 18:00:00,,
18260,01/31/2024 19:00:00,,
18261,01/31/2024 20:00:00,,
18262,01/31/2024 21:00:00,,
18263,01/31/2024 22:00:00,,
18264,01/31/2024 23:00:00,,
18265,02/01/2024 00:00:00,,
18266,02/01/2024 01:00:00,,
18267,02/01/2024 02:00:00,,
18268,02/01/2024 03:00:00,,
18269,02/01/2024 04:00:00,,
18270,02/01/2024 05:00:00,,
18271,02/01/2024 06:00:00,,
18272,02/01/2024 07:00:00,,
18273,02/01/2024 08:00:00,,
18274,02/01/2024 09:00:00,,
18275,02/01/2024 10:00:00,,
18276,02/01/2024 11:00:00,,
18277,02/01/2024 12:00:00,,
18278,02/01/2024 13:00:00,,
18279,02/01/2024 14:00:00,,
18280,02/01/2024 15:00:00,,
18281,02/01/2024 16:00:00,,
18282,02/01/2024 17:00:00,,
18283,02/01/2024 18:00:00,,
18284,02/01/2024 19:00:00,,
18285,02/01/2024 20:00:00,,
18286,02/01/2024 21:00:00,,
18287,02/01/2024 22:00:00,,
18288,02/01/2024 23:00:00,,
18289,02/02/2024 00:00:00,,
18290,02/02/2024 01:00:00,,
18291,02/02/2024 02:00:00,,
18292,02/02/2024 03:00:00,,
18293,02/02/2024 04:00:00,,
18294,02/02/2024 05:00:00,,
18295,02/02/2024 06:00:00,,
